Line#,Date,"Temperature (S-THB 20809180:20786262-1), *C, WeatherStation","RH (S-THB 20809180:20786262-2), %, WeatherStation","Dew Point (S-THB 20809180:20786262-3), *C, WeatherStation","Wind Speed (S-WCF 20809180:20794549-1), m/s, WeatherStation","Gust Speed (S-WCF 20809180:20794549-2), m/s, WeatherStation","Wind Direction (S-WCF 20809180:20794549-3), *, WeatherStation","Solar Radiation (S-LIB 20809180:20794937-1), W/m^2, WeatherStation"
415,12/09/24 15:00:00,17.56,72.00,12.47,0.0,0.3,324,1
416,12/09/24 15:30:00,16.70,73.20,11.90,0.0,0.0,324,1
417,12/09/24 16:00:00,15.89,74.60,11.40,0.0,0.0,324,1
418,12/09/24 16:30:00,16.08,76.30,11.93,0.0,0.0,293,1
419,12/09/24 17:00:00,15.84,78.70,12.17,0.0,0.0,240,1
420,12/09/24 17:30:00,15.51,80.10,12.11,0.0,0.0,240,1
421,12/09/24 18:00:00,15.15,81.40,12.00,0.0,0.0,240,1
422,12/09/24 18:30:00,15.13,82.60,12.20,0.0,0.0,240,1
423,12/09/24 19:00:00,15.01,83.40,12.23,0.0,0.0,240,1
424,12/09/24 19:30:00,14.82,84.20,12.19,0.0,0.0,240,1
425,12/09/24 20:00:00,14.07,85.30,11.66,0.0,0.0,240,1
426,12/09/24 20:30:00,13.16,85.90,10.87,0.0,0.0,240,1
427,12/09/24 21:00:00,12.90,86.90,10.78,0.0,0.0,240,1
428,12/09/24 21:30:00,12.99,87.70,11.01,0.0,0.0,240,1
429,12/09/24 22:00:00,12.97,88.10,11.06,0.0,0.0,327,1
430,12/09/24 22:30:00,12.70,88.60,10.88,0.0,0.0,344,1
431,12/09/24 23:00:00,12.19,88.80,10.42,0.0,0.0,344,1
432,12/09/24 23:30:00,12.05,89.30,10.36,0.0,0.0,345,1
433,12/10/24 00:00:00,12.03,89.40,10.35,0.0,0.0,358,1
434,12/10/24 00:30:00,11.78,89.60,10.14,0.0,0.0,0,1
435,12/10/24 01:00:00,11.69,89.90,10.10,0.0,0.0,6,1
436,12/10/24 01:30:00,11.47,90.10,9.91,0.0,0.0,18,1
437,12/10/24 02:00:00,11.66,90.30,10.14,0.0,0.0,32,1
438,12/10/24 02:30:00,11.47,90.60,10.00,0.0,0.7,39,1
439,12/10/24 03:00:00,11.64,90.80,10.20,0.0,1.7,41,1
440,12/10/24 03:30:00,11.54,91.10,10.15,0.0,0.0,53,1
441,12/10/24 04:00:00,11.47,91.30,10.11,0.0,0.0,49,1
442,12/10/24 04:30:00,10.98,91.50,9.66,0.0,0.0,49,1
443,12/10/24 05:00:00,10.76,91.70,9.48,0.0,0.0,49,16
444,12/10/24 05:30:00,11.27,91.70,9.98,0.0,0.0,49,66
445,12/10/24 06:00:00,12.34,91.60,11.03,0.0,0.0,49,94
446,12/10/24 06:30:00,14.17,90.50,12.65,0.0,0.0,49,224
447,12/10/24 07:00:00,16.42,89.40,14.69,0.0,0.0,49,196
448,12/10/24 07:30:00,18.13,88.40,16.20,0.0,0.0,49,357
449,12/10/24 08:00:00,19.75,86.00,17.36,0.0,0.0,49,437
450,12/10/24 08:30:00,19.34,81.20,16.06,0.0,0.0,38,443
451,12/10/24 09:00:00,19.46,74.10,14.75,0.0,2.0,286,483
452,12/10/24 09:30:00,20.32,68.10,14.26,0.0,1.7,278,517
453,12/10/24 10:00:00,20.10,64.80,13.29,0.3,2.7,285,454
454,12/10/24 10:30:00,20.27,62.00,12.77,0.3,2.3,279,444
455,12/10/24 11:00:00,20.60,61.00,12.84,0.0,2.0,254,377
456,12/10/24 11:30:00,20.10,61.50,12.49,0.0,2.0,218,237
457,12/10/24 12:00:00,20.06,61.70,12.50,0.0,0.3,244,159
458,12/10/24 12:30:00,19.82,62.90,12.56,0.0,0.0,285,157
459,12/10/24 13:00:00,19.32,66.20,12.87,0.0,0.0,285,101
460,12/10/24 13:30:00,18.98,67.90,12.94,0.0,0.0,226,81
461,12/10/24 14:00:00,18.46,69.40,12.78,0.0,0.0,239,33
462,12/10/24 14:30:00,17.80,71.00,12.49,0.0,0.0,247,2
463,12/10/24 15:00:00,17.46,72.50,12.48,0.0,0.0,247,1
464,12/10/24 15:30:00,16.75,73.70,12.05,0.0,0.0,247,1
465,12/10/24 16:00:00,16.46,74.90,12.02,0.0,0.0,247,1
466,12/10/24 16:30:00,16.03,76.20,11.86,0.0,0.0,247,1
467,12/10/24 17:00:00,15.34,78.40,11.62,0.0,0.0,247,1
468,12/10/24 17:30:00,15.13,80.20,11.76,0.0,0.0,247,1
469,12/10/24 18:00:00,14.51,81.90,11.47,0.0,0.0,247,1
470,12/10/24 18:30:00,14.05,83.10,11.24,0.0,0.0,247,1
471,12/10/24 19:00:00,13.86,84.20,11.25,0.0,0.0,247,1
472,12/10/24 19:30:00,13.52,85.10,11.08,0.0,0.0,247,1
473,12/10/24 20:00:00,13.52,86.00,11.24,0.0,0.0,247,1
474,12/10/24 20:30:00,13.02,86.60,10.85,0.0,0.0,247,1
475,12/10/24 21:00:00,12.73,87.20,10.67,0.0,0.0,248,1
476,12/10/24 21:30:00,12.29,87.60,10.31,0.0,0.0,251,1
477,12/10/24 22:00:00,12.03,88.10,10.13,0.0,0.0,13,1
478,12/10/24 22:30:00,11.88,88.50,10.05,0.0,0.0,58,1
479,12/10/24 23:00:00,11.61,88.90,9.86,0.0,1.0,39,1
480,12/10/24 23:30:00,11.54,89.10,9.82,0.0,0.0,31,1
481,12/11/24 00:00:00,11.61,89.40,9.94,0.0,1.0,41,1
482,12/11/24 00:30:00,11.39,89.50,9.74,0.0,0.0,45,1
483,12/11/24 01:00:00,11.22,89.60,9.59,0.0,0.7,46,1
484,12/11/24 01:30:00,11.22,89.60,9.59,0.0,0.7,45,1
485,12/11/24 02:00:00,11.32,89.50,9.67,0.0,1.7,39,1
486,12/11/24 02:30:00,11.18,89.40,9.51,0.0,0.3,49,1
487,12/11/24 03:00:00,11.30,89.30,9.61,0.0,1.0,42,1
488,12/11/24 03:30:00,11.56,89.10,9.84,0.0,1.0,38,1
489,12/11/24 04:00:00,11.35,89.00,9.61,0.0,1.0,48,1
490,12/11/24 04:30:00,10.76,89.00,9.03,0.0,0.0,44,1
491,12/11/24 05:00:00,10.79,89.10,9.07,0.0,0.0,66,11
492,12/11/24 05:30:00,11.37,89.00,9.63,0.0,0.3,66,54
493,12/11/24 06:00:00,12.15,89.00,10.40,0.0,1.7,49,71
494,12/11/24 06:30:00,12.90,88.70,11.09,0.0,2.3,35,129
495,12/11/24 07:00:00,14.00,88.10,12.08,0.0,2.0,35,234
496,12/11/24 07:30:00,15.72,87.00,13.58,0.0,1.3,41,271
497,12/11/24 08:00:00,15.94,85.90,13.60,0.0,0.0,51,202
498,12/11/24 08:30:00,16.75,84.50,14.14,0.0,0.0,88,211
499,12/11/24 09:00:00,18.79,82.40,15.75,0.0,1.3,69,517
500,12/11/24 09:30:00,20.29,77.10,16.17,0.3,2.7,48,364
501,12/11/24 10:00:00,19.96,71.90,14.76,0.3,3.0,69,373
502,12/11/24 10:30:00,19.25,68.70,13.37,0.3,2.7,41,231
503,12/11/24 11:00:00,19.53,67.40,13.35,0.0,2.7,31,226
504,12/11/24 11:30:00,19.15,65.70,12.60,1.0,4.3,38,213
505,12/11/24 12:00:00,19.08,65.70,12.53,0.7,3.3,45,179
506,12/11/24 12:30:00,19.15,65.10,12.46,0.3,2.7,67,127
507,12/11/24 13:00:00,18.70,65.10,12.03,0.0,2.3,52,91
508,12/11/24 13:30:00,18.20,67.70,12.15,0.3,2.7,41,64
509,12/11/24 14:00:00,17.75,70.20,12.27,0.7,2.7,51,29
510,12/11/24 14:30:00,17.22,72.50,12.26,0.7,3.3,46,2
511,12/11/24 15:00:00,16.56,74.50,12.03,0.3,3.0,46,1
512,12/11/24 15:30:00,16.13,75.80,11.87,0.3,2.7,42,1
513,12/11/24 16:00:00,15.94,77.10,11.95,0.0,2.0,45,1
514,12/11/24 16:30:00,15.53,78.70,11.87,0.0,0.7,34,1
515,12/11/24 17:00:00,15.13,80.10,11.74,0.0,0.0,39,1
516,12/11/24 17:30:00,14.96,81.30,11.80,0.0,2.0,46,1
517,12/11/24 18:00:00,14.67,82.40,11.72,0.3,2.7,46,1
518,12/11/24 18:30:00,14.19,83.30,11.42,0.0,1.0,45,1
519,12/11/24 19:00:00,14.41,83.80,11.72,0.0,2.0,45,1
520,12/11/24 19:30:00,14.07,84.30,11.48,0.0,1.3,55,1
521,12/11/24 20:00:00,14.51,84.30,11.90,1.0,3.0,44,1
522,12/11/24 20:30:00,13.98,84.40,11.40,0.3,2.3,52,1
523,12/11/24 21:00:00,14.05,84.40,11.48,0.7,2.0,49,1
524,12/11/24 21:30:00,13.76,84.60,11.23,0.7,2.0,41,1
525,12/11/24 22:00:00,13.43,84.60,10.90,1.0,2.0,44,1
526,12/11/24 22:30:00,13.26,84.60,10.73,0.3,1.3,49,1
527,12/11/24 23:00:00,13.02,84.60,10.50,0.0,0.7,56,1
528,12/11/24 23:30:00,12.82,84.60,10.31,0.0,0.0,66,1
529,12/12/24 00:00:00,12.87,84.70,10.37,0.0,0.0,67,1
530,12/12/24 00:30:00,12.70,84.90,10.24,0.0,0.7,81,1
531,12/12/24 01:00:00,12.73,84.70,10.23,0.0,0.7,67,1
532,12/12/24 01:30:00,13.31,84.70,10.80,0.7,3.3,38,1
533,12/12/24 02:00:00,12.73,84.50,10.19,0.7,2.0,41,1
534,12/12/24 02:30:00,13.06,84.70,10.56,0.0,1.3,29,1
535,12/12/24 03:00:00,13.23,84.70,10.73,1.0,3.7,22,1
536,12/12/24 03:30:00,12.85,84.30,10.28,0.3,3.0,22,1
537,12/12/24 04:00:00,12.75,83.80,10.09,0.0,1.3,15,1
538,12/12/24 04:30:00,12.63,83.70,9.96,0.0,0.0,22,1
539,12/12/24 05:00:00,12.99,83.90,10.35,0.0,0.7,39,8
540,12/12/24 05:30:00,13.45,84.10,10.83,0.0,0.0,48,51
541,12/12/24 06:00:00,14.43,84.10,11.80,0.0,0.0,49,101
542,12/12/24 06:30:00,14.94,83.80,12.24,0.0,1.0,37,94
543,12/12/24 07:00:00,14.96,83.00,12.11,0.0,0.0,29,117
544,12/12/24 07:30:00,17.44,80.20,14.01,0.0,0.7,24,411
545,12/12/24 08:00:00,18.25,74.70,13.70,0.3,2.3,45,209
546,12/12/24 08:30:00,19.01,71.10,13.67,0.7,3.0,52,218
547,12/12/24 09:00:00,19.65,68.70,13.76,1.7,5.0,51,394
548,12/12/24 09:30:00,20.60,64.80,13.77,2.3,6.3,46,566
549,12/12/24 10:00:00,20.32,61.50,12.69,3.0,7.3,45,424
550,12/12/24 10:30:00,21.15,51.80,10.87,2.7,6.0,58,531
551,12/12/24 11:00:00,20.86,55.10,11.54,2.3,8.3,67,491
552,12/12/24 11:30:00,20.48,52.30,10.40,2.7,8.3,65,428
553,12/12/24 12:00:00,20.63,54.60,11.18,2.3,8.3,67,76
554,12/12/24 12:30:00,19.91,59.60,11.83,2.7,7.7,67,321
555,12/12/24 13:00:00,19.94,55.30,10.73,3.0,7.0,59,262
556,12/12/24 13:30:00,19.01,59.30,10.91,2.7,7.3,66,201
557,12/12/24 14:00:00,18.25,61.30,10.69,2.7,7.3,62,93
558,12/12/24 14:30:00,17.30,61.90,9.94,3.0,7.7,51,7
559,12/12/24 15:00:00,16.58,64.30,9.83,2.0,6.7,52,1
560,12/12/24 15:30:00,15.91,66.20,9.63,1.3,4.3,51,1
561,12/12/24 16:00:00,15.34,67.90,9.46,1.7,4.3,48,1
562,12/12/24 16:30:00,14.82,69.20,9.24,1.0,3.0,46,1
563,12/12/24 17:00:00,14.19,70.30,8.88,0.3,2.3,51,1
564,12/12/24 17:30:00,13.69,71.00,8.54,0.7,2.7,51,1
565,12/12/24 18:00:00,13.38,71.30,8.30,0.3,2.0,53,1
566,12/12/24 18:30:00,13.04,71.40,8.00,0.7,1.7,51,1
567,12/12/24 19:00:00,12.77,71.80,7.83,0.0,0.7,48,1
568,12/12/24 19:30:00,12.99,72.00,8.08,0.3,2.0,53,1
569,12/12/24 20:00:00,13.11,71.70,8.13,1.0,3.0,69,1
570,12/12/24 20:30:00,13.50,71.40,8.44,0.3,2.3,84,1
571,12/12/24 21:00:00,15.13,65.60,8.75,0.3,3.0,87,1
572,12/12/24 21:30:00,14.24,59.40,6.45,0.0,1.7,95,1
573,12/12/24 22:00:00,14.79,55.00,5.85,0.3,3.3,125,1
574,12/12/24 22:30:00,14.94,50.90,4.87,2.7,6.3,145,1
575,12/12/24 23:00:00,14.74,51.30,4.81,1.7,5.7,152,1
576,12/12/24 23:30:00,14.77,51.40,4.86,1.7,4.3,147,1
577,12/13/24 00:00:00,14.43,53.80,5.20,1.7,5.0,163,1
578,12/13/24 00:30:00,14.41,55.60,5.65,2.3,6.3,166,1
579,12/13/24 01:00:00,14.24,57.10,5.88,2.0,5.3,167,1
580,12/13/24 01:30:00,14.12,57.10,5.77,1.7,6.0,177,1
581,12/13/24 02:00:00,13.91,56.30,5.36,1.3,5.0,174,1
582,12/13/24 02:30:00,14.12,56.80,5.69,2.0,6.3,161,1
583,12/13/24 03:00:00,13.62,57.10,5.30,2.0,5.3,164,1
584,12/13/24 03:30:00,13.57,59.00,5.72,1.7,4.7,168,1
585,12/13/24 04:00:00,13.55,56.40,5.05,1.7,6.0,156,1
586,12/13/24 04:30:00,13.38,56.50,4.92,1.7,4.3,157,1
587,12/13/24 05:00:00,13.14,57.10,4.85,1.3,4.0,142,16
588,12/13/24 05:30:00,13.95,55.50,5.20,1.3,5.7,154,87
589,12/13/24 06:00:00,14.39,54.00,5.21,2.7,7.0,154,171
590,12/13/24 06:30:00,14.94,53.00,5.45,3.0,7.7,160,252
591,12/13/24 07:00:00,15.34,52.90,5.80,3.3,7.3,163,327
592,12/13/24 07:30:00,15.51,51.30,5.51,3.3,8.3,161,389
593,12/13/24 08:00:00,16.03,50.70,5.83,4.0,9.0,170,447
594,12/13/24 08:30:00,16.32,49.70,5.81,3.7,7.7,163,491
595,12/13/24 09:00:00,16.25,48.50,5.39,3.7,7.7,171,521
596,12/13/24 09:30:00,16.06,48.00,5.06,4.7,10.4,178,529
597,12/13/24 10:00:00,16.51,46.70,5.08,4.0,9.7,180,536
598,12/13/24 10:30:00,16.72,44.90,4.72,3.3,7.0,150,531
599,12/13/24 11:00:00,16.44,45.40,4.61,3.0,6.7,138,503
600,12/13/24 11:30:00,16.61,46.10,4.98,3.0,6.7,140,448
601,12/13/24 12:00:00,16.37,45.80,4.67,3.0,6.7,147,56
602,12/13/24 12:30:00,16.32,45.60,4.57,3.3,7.0,133,327
603,12/13/24 13:00:00,15.94,46.10,4.38,3.0,6.0,138,244
604,12/13/24 13:30:00,15.89,46.00,4.30,1.7,5.0,128,172
605,12/13/24 14:00:00,15.20,47.00,3.98,2.0,4.7,135,83
606,12/13/24 14:30:00,14.36,48.50,3.66,2.3,5.0,135,7
607,12/13/24 15:00:00,14.05,48.20,3.28,2.0,5.0,135,1
608,12/13/24 15:30:00,13.76,48.60,3.13,2.0,4.7,135,1
609,12/13/24 16:00:00,13.59,48.10,2.83,2.0,4.7,139,1
610,12/13/24 16:30:00,13.59,48.80,3.04,2.3,5.3,146,1
611,12/13/24 17:00:00,13.74,47.40,2.76,2.7,5.3,149,1
612,12/13/24 17:30:00,13.23,49.20,2.82,2.0,5.0,146,1
613,12/13/24 18:00:00,13.06,49.80,2.84,1.7,4.7,145,1
614,12/13/24 18:30:00,13.28,50.40,3.20,2.7,6.7,138,1
615,12/13/24 19:00:00,12.75,51.60,3.05,2.0,5.7,133,1
616,12/13/24 19:30:00,12.56,51.10,2.73,1.3,3.3,128,1
617,12/13/24 20:00:00,12.82,48.20,2.16,2.0,5.7,143,1
618,12/13/24 20:30:00,12.73,48.90,2.27,2.0,4.7,142,1
619,12/13/24 21:00:00,12.75,47.70,1.94,2.0,6.7,170,1
620,12/13/24 21:30:00,12.87,49.10,2.46,2.7,6.7,142,1
621,12/13/24 22:00:00,12.46,51.00,2.61,1.7,7.0,138,1
622,12/13/24 22:30:00,12.19,50.70,2.29,1.7,5.0,138,1
623,12/13/24 23:00:00,12.39,49.70,2.19,2.7,7.7,136,1
624,12/13/24 23:30:00,12.44,51.30,2.67,3.0,7.7,138,1
625,12/14/24 00:00:00,12.24,49.50,1.99,3.0,7.7,142,1
626,12/14/24 00:30:00,12.19,49.70,2.01,2.7,7.0,133,1
627,12/14/24 01:00:00,12.27,48.90,1.85,2.0,5.0,133,1
628,12/14/24 01:30:00,12.44,49.20,2.09,2.3,6.3,135,1
629,12/14/24 02:00:00,12.34,49.40,2.06,2.7,7.7,143,1
630,12/14/24 02:30:00,12.05,49.50,1.82,2.0,5.3,135,1
631,12/14/24 03:00:00,11.83,50.00,1.76,0.7,2.7,136,1
632,12/14/24 03:30:00,11.73,50.80,1.89,0.3,2.3,121,1
633,12/14/24 04:00:00,11.03,52.20,1.61,0.3,2.7,132,1
634,12/14/24 04:30:00,10.52,53.00,1.35,0.3,1.7,152,1
635,12/14/24 05:00:00,10.27,54.30,1.46,0.0,0.0,226,14
636,12/14/24 05:30:00,12.36,54.30,3.41,0.0,0.0,268,91
637,12/14/24 06:00:00,13.14,51.20,3.29,0.7,2.3,222,177
638,12/14/24 06:30:00,14.10,49.70,3.76,1.0,3.7,164,257
639,12/14/24 07:00:00,14.07,48.20,3.30,2.0,6.3,171,328
640,12/14/24 07:30:00,14.34,46.20,2.95,2.3,7.0,188,402
641,12/14/24 08:00:00,14.58,45.50,2.95,3.0,6.3,185,453
642,12/14/24 08:30:00,15.41,44.90,3.52,2.7,7.7,192,508
643,12/14/24 09:00:00,15.27,46.50,3.89,2.7,6.3,184,523
644,12/14/24 09:30:00,15.49,45.10,3.65,2.7,6.0,178,539
645,12/14/24 10:00:00,16.01,43.60,3.65,2.3,6.7,199,548
646,12/14/24 10:30:00,16.18,42.30,3.37,1.7,6.3,212,528
647,12/14/24 11:00:00,15.82,40.80,2.54,2.3,5.7,209,502
648,12/14/24 11:30:00,16.44,40.60,3.03,1.7,4.3,220,473
649,12/14/24 12:00:00,15.87,42.70,3.22,2.0,5.0,201,43
650,12/14/24 12:30:00,15.84,44.10,3.66,2.0,5.0,174,341
651,12/14/24 13:00:00,15.56,46.20,4.06,2.3,4.3,184,268
652,12/14/24 13:30:00,15.17,47.20,4.01,2.0,4.7,211,174
653,12/14/24 14:00:00,14.60,48.70,3.93,1.7,3.7,230,91
654,12/14/24 14:30:00,13.71,50.80,3.72,0.7,2.3,225,6
655,12/14/24 15:00:00,13.33,52.70,3.88,0.0,1.3,212,1
656,12/14/24 15:30:00,12.77,54.20,3.77,0.0,0.0,212,1
657,12/14/24 16:00:00,12.34,56.00,3.82,0.7,2.0,229,1
658,12/14/24 16:30:00,11.66,58.50,3.81,0.3,1.3,248,1
659,12/14/24 17:00:00,11.71,60.00,4.22,0.3,1.7,248,1
660,12/14/24 17:30:00,11.52,61.20,4.31,0.3,1.3,271,1
661,12/14/24 18:00:00,10.96,62.50,4.08,0.0,1.0,278,1
662,12/14/24 18:30:00,9.90,64.70,3.58,0.0,0.3,278,1
663,12/14/24 19:00:00,9.61,66.70,3.73,0.0,0.0,278,1
664,12/14/24 19:30:00,9.01,68.00,3.44,0.0,0.0,278,1
665,12/14/24 20:00:00,9.19,68.70,3.75,0.0,0.0,278,1
666,12/14/24 20:30:00,8.79,69.80,3.59,0.0,0.0,279,1
667,12/14/24 21:00:00,8.59,70.50,3.54,0.0,0.0,292,1
668,12/14/24 21:30:00,8.44,71.20,3.54,0.0,0.0,293,1
669,12/14/24 22:00:00,7.84,72.00,3.12,0.0,0.0,295,1
670,12/14/24 22:30:00,8.09,72.60,3.48,0.0,0.0,295,1
671,12/14/24 23:00:00,7.59,73.10,3.09,0.0,1.3,347,1
672,12/14/24 23:30:00,6.84,73.70,2.48,0.0,0.0,27,1
673,12/15/24 00:00:00,7.37,74.20,3.09,0.0,1.3,29,1
674,12/15/24 00:30:00,6.86,74.70,2.69,0.0,0.0,29,1
675,12/15/24 01:00:00,6.51,75.10,2.42,0.0,0.0,29,1
676,12/15/24 01:30:00,6.48,75.40,2.46,0.0,0.0,29,1
677,12/15/24 02:00:00,6.59,75.70,2.61,0.0,0.3,29,1
678,12/15/24 02:30:00,6.05,76.10,2.17,0.3,2.0,45,1
679,12/15/24 03:00:00,6.41,76.50,2.59,0.0,0.3,55,1
680,12/15/24 03:30:00,5.90,77.00,2.18,0.0,1.0,55,1
681,12/15/24 04:00:00,6.33,77.60,2.71,0.3,1.7,56,1
682,12/15/24 04:30:00,6.64,77.70,3.03,0.7,1.7,53,1
683,12/15/24 05:00:00,7.02,77.80,3.41,0.3,1.3,41,16
684,12/15/24 05:30:00,8.47,77.40,4.75,0.0,0.0,41,86
685,12/15/24 06:00:00,9.01,76.70,5.15,0.0,1.0,58,166
686,12/15/24 06:30:00,11.52,75.50,7.35,0.3,2.0,39,358
687,12/15/24 07:00:00,13.55,72.90,8.79,0.0,0.0,29,242
688,12/15/24 07:30:00,16.46,68.60,10.69,0.0,0.3,29,244
689,12/15/24 08:00:00,15.10,65.70,8.75,0.7,2.7,336,441
690,12/15/24 08:30:00,16.06,60.00,8.31,1.7,3.0,246,463
691,12/15/24 09:00:00,16.06,51.70,6.13,1.7,4.0,250,504
692,12/15/24 09:30:00,16.11,49.80,5.64,2.0,3.7,272,479
693,12/15/24 10:00:00,16.61,48.40,5.69,1.3,3.0,272,428
694,12/15/24 10:30:00,16.56,48.90,5.79,1.7,4.3,257,453
695,12/15/24 11:00:00,16.25,49.80,5.77,1.7,3.7,247,208
696,12/15/24 11:30:00,16.06,50.90,5.91,1.0,3.0,260,151
697,12/15/24 12:00:00,16.18,51.20,6.10,1.3,2.7,267,158
698,12/15/24 12:30:00,16.15,51.50,6.17,1.3,2.7,263,124
699,12/15/24 13:00:00,16.46,51.20,6.37,1.0,2.0,281,154
700,12/15/24 13:30:00,15.84,52.20,6.07,1.7,3.3,265,81
701,12/15/24 14:00:00,15.49,53.90,6.21,1.7,3.0,271,91
702,12/15/24 14:30:00,14.53,55.80,5.82,1.3,2.7,265,7
703,12/15/24 15:00:00,13.95,58.50,5.96,0.3,1.3,263,1
704,12/15/24 15:30:00,13.67,60.20,6.11,0.0,1.3,263,1
705,12/15/24 16:00:00,12.90,63.00,6.04,0.3,1.7,233,1
706,12/15/24 16:30:00,12.68,63.90,6.04,0.7,2.0,230,1
707,12/15/24 17:00:00,12.03,65.00,5.66,0.3,2.0,267,1
708,12/15/24 17:30:00,11.93,66.20,5.83,0.3,1.7,270,1
709,12/15/24 18:00:00,11.39,67.70,5.65,0.7,2.0,243,1
710,12/15/24 18:30:00,11.13,69.00,5.67,0.0,0.7,233,1
711,12/15/24 19:00:00,10.83,69.70,5.53,0.0,0.0,233,1
712,12/15/24 19:30:00,11.15,70.40,5.98,0.0,0.3,233,1
713,12/15/24 20:00:00,11.73,70.80,6.62,0.0,0.0,233,1
714,12/15/24 20:30:00,10.08,71.40,5.15,0.3,1.3,233,1
715,12/15/24 21:00:00,10.05,72.10,5.26,0.0,0.0,232,1
716,12/15/24 21:30:00,10.61,72.80,5.95,0.0,0.0,233,1
717,12/15/24 22:00:00,10.12,73.40,5.59,0.0,0.0,233,1
718,12/15/24 22:30:00,9.44,73.90,5.03,0.0,1.3,233,1
719,12/15/24 23:00:00,9.26,74.60,4.99,0.0,0.0,233,1
720,12/15/24 23:30:00,9.06,75.20,4.92,0.0,0.0,233,1
721,12/16/24 00:00:00,9.11,76.00,5.12,0.0,1.0,233,1
722,12/16/24 00:30:00,8.99,76.70,5.13,0.3,1.0,233,1
723,12/16/24 01:00:00,8.92,77.70,5.24,0.0,0.0,232,1
724,12/16/24 01:30:00,8.74,78.70,5.26,0.0,0.0,232,1
725,12/16/24 02:00:00,8.37,79.40,5.02,0.0,0.0,232,1
726,12/16/24 02:30:00,8.37,80.50,5.22,0.0,0.0,232,1
727,12/16/24 03:00:00,8.17,80.90,5.10,0.0,0.0,232,1
728,12/16/24 03:30:00,8.32,81.50,5.35,0.0,0.0,232,1
729,12/16/24 04:00:00,8.37,81.60,5.41,0.0,0.0,232,1
730,12/16/24 04:30:00,8.82,82.10,5.94,0.0,0.0,232,1
731,12/16/24 05:00:00,9.48,82.30,6.63,0.0,0.0,232,21
732,12/16/24 05:30:00,9.95,82.10,7.05,0.0,0.0,230,63
733,12/16/24 06:00:00,11.59,81.50,8.54,0.0,1.0,230,82
734,12/16/24 06:30:00,11.54,81.00,8.40,0.0,0.0,229,87
735,12/16/24 07:00:00,12.07,80.50,8.83,0.7,3.0,234,167
736,12/16/24 07:30:00,13.98,79.30,10.47,1.3,2.7,233,296
737,12/16/24 08:00:00,15.10,77.20,11.16,1.7,3.3,247,372
738,12/16/24 08:30:00,15.51,75.20,11.15,2.0,3.7,244,277
739,12/16/24 09:00:00,16.70,72.70,11.79,2.0,4.3,239,348
740,12/16/24 09:30:00,17.08,69.30,11.43,3.0,4.7,225,158
741,12/16/24 10:00:00,16.25,68.80,10.53,3.0,5.7,159,47
742,12/16/24 10:30:00,15.20,73.30,10.47,3.3,8.3,118,46
743,12/16/24 11:00:00,14.36,76.90,10.38,3.0,6.7,129,51
744,12/16/24 11:30:00,14.36,79.20,10.82,2.3,5.3,150,47
745,12/16/24 12:00:00,14.19,79.50,10.71,1.0,3.0,195,27
746,12/16/24 12:30:00,13.67,80.50,10.39,0.7,2.0,281,13
747,12/16/24 13:00:00,13.09,82.30,10.15,1.0,3.3,299,13
748,12/16/24 13:30:00,12.85,84.30,10.28,0.3,1.7,309,6
749,12/16/24 14:00:00,12.68,85.80,10.38,0.0,1.3,312,6
750,12/16/24 14:30:00,12.29,87.10,10.22,1.7,3.3,222,2
751,12/16/24 15:00:00,12.12,88.10,10.23,1.3,3.3,199,1
752,12/16/24 15:30:00,12.00,88.80,10.22,1.0,2.3,250,1
753,12/16/24 16:00:00,11.83,89.60,10.19,0.3,1.7,261,1
754,12/16/24 16:30:00,11.73,90.20,10.19,0.0,1.3,263,1
755,12/16/24 17:00:00,11.61,90.60,10.14,0.0,1.7,274,1
756,12/16/24 17:30:00,11.30,91.10,9.91,0.3,2.0,281,1
757,12/16/24 18:00:00,11.30,91.60,9.99,0.0,1.7,300,1
758,12/16/24 18:30:00,11.15,92.00,9.91,0.0,1.0,299,1
759,12/16/24 19:00:00,10.83,92.40,9.66,0.0,0.0,299,1
760,12/16/24 19:30:00,10.71,92.80,9.61,0.0,0.0,299,1
761,12/16/24 20:00:00,10.08,93.20,9.04,0.3,1.3,161,1
762,12/16/24 20:30:00,10.00,93.60,9.03,0.0,1.3,147,1
763,12/16/24 21:00:00,10.27,93.80,9.33,0.0,0.0,145,1
764,12/16/24 21:30:00,10.42,94.10,9.52,0.0,0.0,145,1
765,12/16/24 22:00:00,10.71,94.50,9.88,0.0,1.0,139,1
766,12/16/24 22:30:00,10.98,94.80,10.19,0.3,2.3,86,1
767,12/16/24 23:00:00,11.22,95.00,10.47,0.0,1.3,55,1
768,12/16/24 23:30:00,11.32,95.20,10.59,0.0,1.3,67,1
769,12/17/24 00:00:00,11.32,95.50,10.64,0.3,1.7,250,1
770,12/17/24 00:30:00,11.35,95.80,10.71,0.0,1.7,53,1
771,12/17/24 01:00:00,11.37,96.00,10.77,0.0,0.0,45,1
772,12/17/24 01:30:00,11.42,96.20,10.85,0.0,0.0,45,1
773,12/17/24 02:00:00,10.96,96.40,10.42,0.0,0.0,49,1
774,12/17/24 02:30:00,10.76,96.80,10.28,0.0,0.0,73,1
775,12/17/24 03:00:00,10.44,96.80,9.97,0.0,0.0,73,1
776,12/17/24 03:30:00,10.44,97.10,10.01,0.0,0.0,73,1
