Line#,Date,"Temperature (S-THB 20809180:20786262-1), *C, WeatherStation","RH (S-THB 20809180:20786262-2), %, WeatherStation","Dew Point (S-THB 20809180:20786262-3), *C, WeatherStation","Wind Speed (S-WCF 20809180:20794549-1), m/s, WeatherStation","Gust Speed (S-WCF 20809180:20794549-2), m/s, WeatherStation","Wind Direction (S-WCF 20809180:20794549-3), *, WeatherStation","Solar Radiation (S-LIB 20809180:20794937-1), W/m^2, WeatherStation"
1135,12/24/24 15:00:00,14.79,85.20,12.35,0.3,2.7,272,1
1136,12/24/24 15:30:00,14.07,87.10,11.98,0.7,3.0,254,1
1137,12/24/24 16:00:00,13.57,88.40,11.70,1.3,3.3,240,1
1138,12/24/24 16:30:00,13.23,89.50,11.56,0.3,1.7,205,1
1139,12/24/24 17:00:00,12.99,90.60,11.51,1.0,2.0,205,1
1140,12/24/24 17:30:00,12.75,91.80,11.47,1.0,3.0,223,1
1141,12/24/24 18:00:00,12.75,92.90,11.65,0.7,3.0,230,1
1142,12/24/24 18:30:00,12.36,93.80,11.41,0.7,2.7,248,1
1143,12/24/24 19:00:00,12.24,94.20,11.35,0.3,2.0,234,1
1144,12/24/24 19:30:00,11.78,94.60,10.96,0.7,3.0,236,1
1145,12/24/24 20:00:00,11.30,95.00,10.54,0.3,2.0,232,1
1146,12/24/24 20:30:00,11.30,95.40,10.60,1.0,2.0,234,1
1147,12/24/24 21:00:00,14.43,94.10,13.51,2.0,5.0,299,1
1148,12/24/24 21:30:00,14.91,89.50,13.22,2.3,6.0,309,1
1149,12/24/24 22:00:00,15.01,81.40,11.86,2.7,6.7,282,1
1150,12/24/24 22:30:00,13.55,81.20,10.40,2.0,4.0,234,1
1151,12/24/24 23:00:00,13.59,81.90,10.58,0.7,3.0,198,1
1152,12/24/24 23:30:00,14.17,80.70,10.92,1.0,2.7,230,1
1153,12/25/24 00:00:00,14.29,78.00,10.52,1.3,3.0,274,1
1154,12/25/24 00:30:00,14.86,75.50,10.59,1.0,3.7,285,1
1155,12/25/24 01:00:00,14.24,75.10,9.91,0.3,3.0,246,1
1156,12/25/24 01:30:00,15.06,73.60,10.39,1.0,3.7,232,1
1157,12/25/24 02:00:00,12.97,74.10,8.48,0.3,3.0,206,1
1158,12/25/24 02:30:00,11.95,77.70,8.19,0.0,1.7,183,1
1159,12/25/24 03:00:00,11.59,80.10,8.29,0.0,1.3,202,1
1160,12/25/24 03:30:00,11.73,81.60,8.70,0.0,1.7,216,1
1161,12/25/24 04:00:00,11.59,82.40,8.71,0.3,3.0,243,1
1162,12/25/24 04:30:00,10.88,83.10,8.14,0.3,2.7,254,1
1163,12/25/24 05:00:00,10.88,84.20,8.33,2.0,4.0,254,14
1164,12/25/24 05:30:00,10.79,84.90,8.36,1.7,3.0,257,63
1165,12/25/24 06:00:00,11.22,85.50,8.89,1.0,2.3,253,157
1166,12/25/24 06:30:00,13.35,85.30,10.95,0.7,2.0,236,234
1167,12/25/24 07:00:00,14.86,83.40,12.09,0.3,2.3,244,311
1168,12/25/24 07:30:00,16.61,80.60,13.27,1.7,3.7,246,376
1169,12/25/24 08:00:00,18.27,71.90,13.14,2.3,7.3,274,439
1170,12/25/24 08:30:00,17.65,67.60,11.60,4.0,7.7,281,111
1171,12/25/24 09:00:00,16.01,72.50,11.09,3.7,8.0,284,133
1172,12/25/24 09:30:00,14.72,77.40,10.82,2.3,6.3,326,36
1173,12/25/24 10:00:00,14.62,81.40,11.49,2.7,7.3,350,114
1174,12/25/24 10:30:00,16.46,80.90,13.19,1.3,4.0,323,99
1175,12/25/24 11:00:00,17.39,77.70,13.48,1.7,4.7,298,97
1176,12/25/24 11:30:00,17.82,71.50,12.62,2.7,6.0,289,297
1177,12/25/24 12:00:00,18.18,69.70,12.57,3.0,5.7,286,96
1178,12/25/24 12:30:00,18.41,67.40,12.28,3.3,6.7,292,374
1179,12/25/24 13:00:00,16.58,68.60,10.80,3.7,8.0,284,119
1180,12/25/24 13:30:00,16.77,71.20,11.55,3.7,8.7,274,274
1181,12/25/24 14:00:00,16.70,70.50,11.33,2.0,4.3,264,138
1182,12/25/24 14:30:00,15.44,74.50,10.94,2.3,4.7,257,6
1183,12/25/24 15:00:00,14.79,76.30,10.68,0.3,1.7,260,1
1184,12/25/24 15:30:00,15.10,77.50,11.21,0.0,2.7,257,1
1185,12/25/24 16:00:00,13.83,77.20,9.92,1.0,4.7,261,1
1186,12/25/24 16:30:00,11.86,81.30,8.77,2.7,6.3,60,1
1187,12/25/24 17:00:00,11.44,83.60,8.78,3.0,7.3,56,1
1188,12/25/24 17:30:00,11.42,83.90,8.81,3.3,7.0,56,1
1189,12/25/24 18:00:00,10.52,84.40,8.01,4.0,8.0,49,1
1190,12/25/24 18:30:00,9.95,87.20,7.93,3.0,7.3,41,1
1191,12/25/24 19:00:00,9.90,89.40,8.25,1.7,4.7,70,1
1192,12/25/24 19:30:00,10.79,88.90,9.04,2.3,8.3,42,1
1193,12/25/24 20:00:00,10.96,82.50,8.10,4.3,9.0,354,1
1194,12/25/24 20:30:00,10.27,82.40,7.42,1.7,4.0,1,1
1195,12/25/24 21:00:00,10.61,83.80,8.00,1.3,3.7,345,1
1196,12/25/24 21:30:00,10.32,84.30,7.80,0.7,2.0,344,1
1197,12/25/24 22:00:00,9.76,85.20,7.40,1.7,4.0,254,1
1198,12/25/24 22:30:00,9.51,86.30,7.35,0.7,3.0,198,1
1199,12/25/24 23:00:00,9.61,87.00,7.56,0.7,2.0,199,1
1200,12/25/24 23:30:00,9.78,87.40,7.80,0.7,2.0,212,1
1201,12/26/24 00:00:00,9.61,87.60,7.66,1.0,2.3,220,1
1202,12/26/24 00:30:00,9.41,87.90,7.52,1.0,2.0,265,1
1203,12/26/24 01:00:00,9.61,88.20,7.76,1.3,2.7,305,1
1204,12/26/24 01:30:00,8.82,88.60,7.05,1.0,2.3,313,1
1205,12/26/24 02:00:00,8.74,89.00,7.04,0.3,2.7,188,1
1206,12/26/24 02:30:00,9.06,89.60,7.46,0.0,1.3,166,1
1207,12/26/24 03:00:00,8.54,90.00,7.01,0.3,2.3,232,1
1208,12/26/24 03:30:00,8.94,90.50,7.48,0.0,1.7,126,1
1209,12/26/24 04:00:00,9.29,90.60,7.84,0.7,2.0,143,1
1210,12/26/24 04:30:00,9.88,90.80,8.46,0.3,2.0,286,1
1211,12/26/24 05:00:00,9.19,91.10,7.82,0.3,1.7,251,4
1212,12/26/24 05:30:00,9.01,91.30,7.68,0.0,0.7,251,19
1213,12/26/24 06:00:00,9.01,91.40,7.70,0.0,0.0,251,74
1214,12/26/24 06:30:00,10.32,91.30,8.98,0.0,0.0,253,151
1215,12/26/24 07:00:00,12.34,90.00,10.76,0.0,1.3,170,107
1216,12/26/24 07:30:00,12.61,90.30,11.07,0.3,2.7,227,402
1217,12/26/24 08:00:00,11.86,89.80,10.25,1.7,3.0,271,143
1218,12/26/24 08:30:00,13.64,87.90,11.69,1.7,3.3,258,444
1219,12/26/24 09:00:00,14.10,86.60,11.91,1.3,3.7,230,499
1220,12/26/24 09:30:00,15.29,83.80,12.59,1.7,3.3,232,554
1221,12/26/24 10:00:00,15.72,78.60,12.03,2.3,4.3,234,394
1222,12/26/24 10:30:00,16.25,73.10,11.44,3.0,5.7,250,527
1223,12/26/24 11:00:00,16.94,70.60,11.58,3.0,5.3,264,478
1224,12/26/24 11:30:00,16.22,67.40,10.20,2.7,5.3,260,178
1225,12/26/24 12:00:00,16.25,65.60,9.81,3.0,6.7,257,102
1226,12/26/24 12:30:00,15.96,66.00,9.63,3.3,6.7,274,129
1227,12/26/24 13:00:00,15.58,68.40,9.80,2.3,5.0,272,138
1228,12/26/24 13:30:00,14.98,70.70,9.72,2.3,5.7,279,32
1229,12/26/24 14:00:00,14.46,72.90,9.67,2.0,4.0,299,19
1230,12/26/24 14:30:00,12.92,77.20,9.04,2.3,5.7,313,2
1231,12/26/24 15:00:00,11.61,80.90,8.46,3.0,5.7,277,1
1232,12/26/24 15:30:00,11.71,83.40,9.00,1.7,4.0,288,1
1233,12/26/24 16:00:00,11.95,84.60,9.45,1.3,3.0,298,1
1234,12/26/24 16:30:00,11.66,85.60,9.34,1.3,3.3,260,1
1235,12/26/24 17:00:00,11.78,86.60,9.63,0.3,2.0,282,1
1236,12/26/24 17:30:00,11.49,87.80,9.55,0.7,1.7,152,1
1237,12/26/24 18:00:00,11.52,88.70,9.73,0.0,1.0,149,1
1238,12/26/24 18:30:00,11.56,89.10,9.84,0.3,1.3,192,1
1239,12/26/24 19:00:00,11.64,89.50,9.98,0.3,1.7,218,1
1240,12/26/24 19:30:00,11.66,89.70,10.04,0.7,2.0,263,1
1241,12/26/24 20:00:00,11.30,90.10,9.75,0.0,0.0,263,1
1242,12/26/24 20:30:00,10.83,90.40,9.34,0.3,1.7,199,1
1243,12/26/24 21:00:00,10.79,91.00,9.39,0.3,2.0,219,1
1244,12/26/24 21:30:00,10.64,91.40,9.31,0.3,1.7,293,1
1245,12/26/24 22:00:00,10.71,91.50,9.40,0.3,1.3,293,1
1246,12/26/24 22:30:00,10.83,91.80,9.57,0.3,1.3,293,1
1247,12/26/24 23:00:00,10.59,92.00,9.36,0.3,1.3,293,1
1248,12/26/24 23:30:00,10.52,92.30,9.33,0.0,0.0,293,1
1249,12/27/24 00:00:00,10.54,92.30,9.36,0.3,2.0,293,1
1250,12/27/24 00:30:00,10.64,92.30,9.45,0.3,1.7,296,1
1251,12/27/24 01:00:00,10.47,91.80,9.20,2.3,5.0,254,1
1252,12/27/24 01:30:00,10.69,91.30,9.34,1.7,4.7,309,1
1253,12/27/24 02:00:00,10.42,90.40,8.93,1.3,3.7,22,1
1254,12/27/24 02:30:00,10.96,88.60,9.16,0.7,3.0,265,1
1255,12/27/24 03:00:00,10.34,87.00,8.29,0.7,3.0,157,1
1256,12/27/24 03:30:00,10.37,86.70,8.26,1.3,3.7,331,1
1257,12/27/24 04:00:00,9.98,87.20,7.96,1.0,3.0,291,1
1258,12/27/24 04:30:00,9.53,87.70,7.61,0.3,2.7,274,1
1259,12/27/24 05:00:00,9.26,89.00,7.55,1.3,2.7,145,4
1260,12/27/24 05:30:00,9.36,89.90,7.80,0.7,2.7,111,27
1261,12/27/24 06:00:00,9.61,90.40,8.12,0.3,2.3,32,58
1262,12/27/24 06:30:00,10.15,90.60,8.69,0.7,2.7,25,82
1263,12/27/24 07:00:00,10.69,90.90,9.27,0.0,1.3,18,84
1264,12/27/24 07:30:00,10.57,90.90,9.15,0.7,2.7,18,71
1265,12/27/24 08:00:00,11.20,90.80,9.76,1.0,2.7,24,169
1266,12/27/24 08:30:00,11.90,90.40,10.40,0.3,2.0,42,174
1267,12/27/24 09:00:00,11.73,89.70,10.11,1.0,3.3,152,164
1268,12/27/24 09:30:00,11.95,88.70,10.16,2.0,4.7,257,259
1269,12/27/24 10:00:00,12.63,87.70,10.66,1.0,3.0,285,226
1270,12/27/24 10:30:00,12.82,86.60,10.66,1.3,3.0,268,331
1271,12/27/24 11:00:00,13.74,84.10,11.12,1.0,3.3,275,539
1272,12/27/24 11:30:00,14.39,80.30,11.05,1.7,4.0,270,346
1273,12/27/24 12:00:00,13.40,77.70,9.60,1.7,4.0,268,184
1274,12/27/24 12:30:00,13.45,75.40,9.20,1.0,3.0,272,133
1275,12/27/24 13:00:00,13.50,74.20,9.01,0.3,1.7,115,133
1276,12/27/24 13:30:00,13.52,72.90,8.77,0.7,2.0,268,106
1277,12/27/24 14:00:00,12.94,73.10,8.25,0.3,1.7,296,73
1278,12/27/24 14:30:00,12.49,74.20,8.03,0.0,1.3,230,8
1279,12/27/24 15:00:00,12.07,75.60,7.91,0.0,0.0,190,1
1280,12/27/24 15:30:00,11.32,77.20,7.49,0.0,0.0,190,1
1281,12/27/24 16:00:00,10.49,79.30,7.07,0.0,1.0,190,1
1282,12/27/24 16:30:00,10.57,81.40,7.52,0.0,0.0,190,1
1283,12/27/24 17:00:00,10.49,82.70,7.69,0.0,0.0,190,1
1284,12/27/24 17:30:00,10.49,83.60,7.84,0.7,2.0,18,1
1285,12/27/24 18:00:00,9.98,84.10,7.43,1.7,3.7,38,1
1286,12/27/24 18:30:00,9.36,84.60,6.91,1.0,3.3,44,1
1287,12/27/24 19:00:00,9.06,85.30,6.74,0.0,1.3,42,1
1288,12/27/24 19:30:00,8.89,85.80,6.65,0.3,2.0,45,1
1289,12/27/24 20:00:00,8.84,86.40,6.70,0.7,2.3,67,1
1290,12/27/24 20:30:00,8.97,86.70,6.88,1.3,2.7,56,1
1291,12/27/24 21:00:00,8.92,86.90,6.86,1.3,3.0,48,1
1292,12/27/24 21:30:00,8.74,86.80,6.67,1.7,3.0,42,1
1293,12/27/24 22:00:00,8.94,86.30,6.79,1.3,3.0,45,1
1294,12/27/24 22:30:00,8.34,85.80,6.11,1.0,2.7,49,1
1295,12/27/24 23:00:00,8.24,85.50,5.97,1.0,2.7,46,1
1296,12/27/24 23:30:00,8.02,85.40,5.73,1.0,2.7,41,1
1297,12/28/24 00:00:00,8.02,85.40,5.73,1.3,2.7,35,1
1298,12/28/24 00:30:00,8.34,85.30,6.03,1.3,2.3,42,1
1299,12/28/24 01:00:00,8.02,85.20,5.69,1.3,2.0,35,1
1300,12/28/24 01:30:00,7.72,85.20,5.40,1.3,2.0,42,1
1301,12/28/24 02:00:00,7.54,85.50,5.28,1.3,2.0,45,1
1302,12/28/24 02:30:00,7.39,86.00,5.21,1.0,2.0,56,1
1303,12/28/24 03:00:00,7.02,86.30,4.89,0.7,1.7,55,1
1304,12/28/24 03:30:00,7.62,86.60,5.54,1.3,2.0,28,1
1305,12/28/24 04:00:00,7.69,86.80,5.64,0.7,2.0,8,1
1306,12/28/24 04:30:00,7.09,86.80,5.05,0.7,1.7,10,1
1307,12/28/24 05:00:00,6.53,87.30,4.58,0.0,1.7,10,6
1308,12/28/24 05:30:00,6.99,87.20,5.01,0.7,2.3,49,58
1309,12/28/24 06:00:00,8.42,87.00,6.39,0.3,1.3,52,129
1310,12/28/24 06:30:00,9.19,86.70,7.10,1.0,2.0,38,99
1311,12/28/24 07:00:00,10.59,85.60,8.29,0.3,1.7,31,123
1312,12/28/24 07:30:00,11.66,84.30,9.11,0.0,0.0,29,199
1313,12/28/24 08:00:00,12.70,82.40,9.80,0.0,0.0,32,413
1314,12/28/24 08:30:00,13.91,80.80,10.68,0.3,1.3,125,467
1315,12/28/24 09:00:00,14.84,77.50,10.96,1.3,3.0,254,502
1316,12/28/24 09:30:00,15.15,73.90,10.55,2.3,4.3,270,523
1317,12/28/24 10:00:00,15.51,71.50,10.39,2.7,4.7,250,526
1318,12/28/24 10:30:00,15.94,69.10,10.30,2.7,5.0,250,512
1319,12/28/24 11:00:00,15.63,69.50,10.08,2.7,5.3,244,306
1320,12/28/24 11:30:00,16.22,68.00,10.33,2.7,5.3,247,491
1321,12/28/24 12:00:00,15.46,68.80,9.77,3.3,6.0,250,164
1322,12/28/24 12:30:00,15.34,69.30,9.77,3.0,6.3,256,119
1323,12/28/24 13:00:00,14.74,69.50,9.24,3.0,5.0,278,14
1324,12/28/24 13:30:00,13.67,73.60,9.05,2.0,4.7,241,24
1325,12/28/24 14:00:00,12.44,78.00,8.72,2.3,5.0,157,42
1326,12/28/24 14:30:00,12.29,82.60,9.43,2.7,6.0,166,18
1327,12/28/24 15:00:00,12.05,83.90,9.42,1.3,3.3,236,1
1328,12/28/24 15:30:00,11.83,84.60,9.33,1.0,2.3,281,1
1329,12/28/24 16:00:00,11.54,85.20,9.15,0.0,0.0,307,1
1330,12/28/24 16:30:00,10.54,86.30,8.36,0.3,1.7,11,1
1331,12/28/24 17:00:00,10.37,87.70,8.43,0.0,0.0,51,1
1332,12/28/24 17:30:00,10.30,88.80,8.54,0.0,0.0,51,1
1333,12/28/24 18:00:00,10.03,89.40,8.37,0.0,0.3,51,1
1334,12/28/24 18:30:00,9.78,90.00,8.23,0.0,0.0,51,1
1335,12/28/24 19:00:00,9.48,90.50,8.02,0.7,1.7,51,1
1336,12/28/24 19:30:00,9.11,90.90,7.72,0.7,2.0,49,1
1337,12/28/24 20:00:00,8.99,91.30,7.66,1.0,2.0,34,1
1338,12/28/24 20:30:00,8.82,91.60,7.53,0.7,1.7,27,1
1339,12/28/24 21:00:00,8.42,91.90,7.19,0.7,2.0,46,1
1340,12/28/24 21:30:00,8.57,92.10,7.37,1.0,2.0,20,1
1341,12/28/24 22:00:00,7.97,92.40,6.82,0.7,2.0,38,1
1342,12/28/24 22:30:00,7.72,92.60,6.60,1.0,2.3,67,1
1343,12/28/24 23:00:00,7.49,92.70,6.40,0.7,2.3,34,1
1344,12/28/24 23:30:00,7.27,92.90,6.20,0.7,2.0,32,1
1345,12/29/24 00:00:00,7.90,93.10,6.86,0.3,1.7,32,1
1346,12/29/24 00:30:00,7.59,93.00,6.54,1.0,2.3,20,1
1347,12/29/24 01:00:00,7.54,93.30,6.54,0.0,0.0,20,1
1348,12/29/24 01:30:00,6.76,93.30,5.76,0.7,1.7,63,1
1349,12/29/24 02:00:00,7.07,93.40,6.08,0.7,2.7,60,1
1350,12/29/24 02:30:00,7.09,93.40,6.10,1.0,2.7,29,1
1351,12/29/24 03:00:00,6.89,93.50,5.92,0.3,1.7,29,1
1352,12/29/24 03:30:00,6.96,93.40,5.98,0.3,2.3,24,1
1353,12/29/24 04:00:00,7.14,93.40,6.15,0.3,2.0,4,1
1354,12/29/24 04:30:00,6.99,93.40,6.00,0.3,1.7,11,1
1355,12/29/24 05:00:00,6.61,93.50,5.64,0.7,1.7,20,3
1356,12/29/24 05:30:00,6.69,93.50,5.72,0.0,1.0,28,22
1357,12/29/24 06:00:00,7.29,92.90,6.23,0.3,1.7,32,94
1358,12/29/24 06:30:00,10.00,92.30,8.82,0.0,1.7,51,328
1359,12/29/24 07:00:00,12.22,91.20,10.84,0.3,1.7,46,311
1360,12/29/24 07:30:00,11.73,91.00,10.33,0.3,1.3,15,114
1361,12/29/24 08:00:00,10.61,90.20,9.09,0.3,1.3,44,104
1362,12/29/24 08:30:00,11.52,89.50,9.86,0.0,1.3,55,142
1363,12/29/24 09:00:00,12.44,88.50,10.60,0.0,1.3,55,244
1364,12/29/24 09:30:00,12.61,87.50,10.60,0.7,2.3,55,189
1365,12/29/24 10:00:00,12.85,86.30,10.63,0.0,1.3,38,106
1366,12/29/24 10:30:00,13.57,85.00,11.11,0.0,0.0,38,206
1367,12/29/24 11:00:00,14.96,82.50,12.02,0.3,1.7,38,406
1368,12/29/24 11:30:00,15.51,76.90,11.49,0.0,1.7,31,242
1369,12/29/24 12:00:00,14.62,73.60,9.98,0.7,2.7,18,186
1370,12/29/24 12:30:00,13.83,73.00,9.09,1.3,2.7,46,58
1371,12/29/24 13:00:00,13.43,74.10,8.92,1.0,2.7,42,38
1372,12/29/24 13:30:00,13.18,75.60,8.98,0.7,2.0,58,34
1373,12/29/24 14:00:00,12.92,77.10,9.02,0.7,3.0,49,24
1374,12/29/24 14:30:00,12.68,78.40,9.03,0.3,2.0,49,6
1375,12/29/24 15:00:00,12.17,80.00,8.84,1.0,3.3,70,1
1376,12/29/24 15:30:00,11.90,80.40,8.65,2.0,5.0,114,1
1377,12/29/24 16:00:00,11.69,82.10,8.75,2.0,5.3,146,1
1378,12/29/24 16:30:00,11.61,83.10,8.85,0.3,2.3,115,1
1379,12/29/24 17:00:00,11.90,83.60,9.23,1.0,3.0,98,1
1380,12/29/24 17:30:00,12.05,83.30,9.32,0.7,3.0,105,1
1381,12/29/24 18:00:00,11.95,83.10,9.19,0.7,2.3,330,1
1382,12/29/24 18:30:00,11.83,82.90,9.03,1.3,3.7,29,1
1383,12/29/24 19:00:00,11.05,84.10,8.48,2.3,4.3,48,1
1384,12/29/24 19:30:00,10.71,86.50,8.56,2.0,4.0,53,1
1385,12/29/24 20:00:00,10.57,88.60,8.77,0.7,3.0,51,1
1386,12/29/24 20:30:00,10.42,89.90,8.84,0.0,0.0,45,1
1387,12/29/24 21:00:00,10.27,90.70,8.83,0.3,2.0,35,1
1388,12/29/24 21:30:00,9.83,91.30,8.49,0.3,1.7,35,1
1389,12/29/24 22:00:00,9.61,91.50,8.30,1.0,2.0,34,1
1390,12/29/24 22:30:00,9.41,92.00,8.19,0.0,0.0,31,1
1391,12/29/24 23:00:00,8.87,92.20,7.68,0.0,0.0,31,1
1392,12/29/24 23:30:00,8.24,92.40,7.09,0.0,1.3,32,1
1393,12/30/24 00:00:00,7.95,92.80,6.86,0.7,1.7,52,1
1394,12/30/24 00:30:00,7.62,93.10,6.58,0.3,1.3,53,1
1395,12/30/24 01:00:00,7.44,93.30,6.44,0.0,1.0,53,1
1396,12/30/24 01:30:00,7.39,93.40,6.41,0.3,1.7,39,1
1397,12/30/24 02:00:00,7.67,93.40,6.68,0.3,2.0,25,1
1398,12/30/24 02:30:00,7.47,93.50,6.50,0.0,1.3,28,1
1399,12/30/24 03:00:00,7.04,93.70,6.10,0.0,0.0,28,1
1400,12/30/24 03:30:00,7.04,93.80,6.12,0.0,1.0,28,1
1401,12/30/24 04:00:00,6.96,93.90,6.06,0.0,0.0,28,1
1402,12/30/24 04:30:00,6.31,94.00,5.42,0.3,1.7,94,1
1403,12/30/24 05:00:00,6.36,94.10,5.48,0.0,1.0,114,3
1404,12/30/24 05:30:00,7.39,93.70,6.45,0.0,1.0,114,68
1405,12/30/24 06:00:00,9.01,93.20,7.98,0.0,0.0,114,152
1406,12/30/24 06:30:00,11.81,92.40,10.63,0.0,0.7,112,224
1407,12/30/24 07:00:00,11.73,92.50,10.57,0.7,2.0,208,297
1408,12/30/24 07:30:00,12.44,91.40,11.09,1.0,2.3,272,371
1409,12/30/24 08:00:00,12.80,90.10,11.23,1.7,3.3,258,432
1410,12/30/24 08:30:00,12.36,88.60,10.55,2.0,4.0,246,91
1411,12/30/24 09:00:00,12.39,87.60,10.40,2.0,4.0,254,111
1412,12/30/24 09:30:00,12.15,87.10,10.08,2.3,4.3,248,111
1413,12/30/24 10:00:00,12.29,87.10,10.22,1.7,3.3,241,124
1414,12/30/24 10:30:00,12.51,87.50,10.50,1.3,3.3,226,118
1415,12/30/24 11:00:00,13.18,87.70,11.20,2.0,4.3,256,171
1416,12/30/24 11:30:00,13.45,86.90,11.33,1.3,3.3,288,139
1417,12/30/24 12:00:00,13.31,84.00,10.67,1.7,3.7,265,162
1418,12/30/24 12:30:00,11.22,81.30,8.15,1.7,5.3,358,38
1419,12/30/24 13:00:00,10.64,83.00,7.88,2.7,6.0,46,48
1420,12/30/24 13:30:00,10.54,84.60,8.07,2.3,4.7,48,43
1421,12/30/24 14:00:00,10.49,85.90,8.24,2.0,4.7,63,177
1422,12/30/24 14:30:00,10.44,86.90,8.37,2.0,3.7,35,41
1423,12/30/24 15:00:00,9.90,87.90,8.00,1.3,3.3,22,1
1424,12/30/24 15:30:00,9.53,88.70,7.77,2.0,4.0,28,1
1425,12/30/24 16:00:00,9.16,89.20,7.49,2.0,4.0,32,1
1426,12/30/24 16:30:00,8.97,89.70,7.37,2.0,3.7,29,1
1427,12/30/24 17:00:00,8.82,90.00,7.28,1.0,3.0,38,1
1428,12/30/24 17:30:00,8.74,90.50,7.28,0.3,2.0,195,1
1429,12/30/24 18:00:00,8.57,90.80,7.16,0.0,0.0,119,1
1430,12/30/24 18:30:00,8.62,91.00,7.24,0.0,1.0,104,1
1431,12/30/24 19:00:00,8.54,91.40,7.23,0.7,2.7,72,1
1432,12/30/24 19:30:00,7.97,91.50,6.68,1.7,3.7,45,1
1433,12/30/24 20:00:00,7.84,91.60,6.57,1.7,3.3,45,1
1434,12/30/24 20:30:00,7.49,91.70,6.24,2.0,4.3,45,1
1435,12/30/24 21:00:00,7.04,91.90,5.82,0.3,2.3,52,1
1436,12/30/24 21:30:00,7.19,91.90,5.97,1.0,2.7,55,1
1437,12/30/24 22:00:00,7.24,91.90,6.02,1.0,2.3,55,1
1438,12/30/24 22:30:00,7.39,92.10,6.20,0.7,2.3,56,1
1439,12/30/24 23:00:00,7.79,92.00,6.58,1.3,2.7,58,1
1440,12/30/24 23:30:00,7.82,92.20,6.64,1.3,2.7,38,1
1441,12/31/24 00:00:00,8.09,92.20,6.91,1.7,3.3,39,1
