Ground floor,First floor,Second floor
17.82473208,0.829742417,28.70852091
80.91783759,1.775611878,102.8487023
69.24147028,1.758739478,83.97682397
65.60595925,1.730050394,73.56340551
54.7797975,1.783014617,37.68825853
21.07026611,1.809683433,17.77189622
26.08543595,1.848267056,13.97408324
37.73642833,1.952904289,36.05176226
27.87895548,9.292960656,34.72375498
40.76849067,20.733508,35.7072086
22.05643684,2.897937661,7.967844844
63.53590759,10.45411094,29.61738262
